"","type","numNodes","numEdges","sampnodes","sampedges","Samplingrate","ActualDensity","SampledDensity","ActualCommunitysize","SampledCommunitysize","actualmodularity","sampledmodularity","Lcommsize_act1","Lcommsize_samp1","Lcommsize_act2","Lcommsize_samp2","Lcommsize_act3","Lcommsize_samp3","Clustcoeff_act","Clustcoeff_samp","diameter_act","diameter_samp","ks_deg","pval_deg","ks_cc","pval_cc","ks_pg","pval_pg"
"18","RE","2000","299850","1963","29985","0.1","448.61582733813","45.5142857142857","12","197","0.247529804706573","0.227120459079742","502","505","501","460","500","438","0.374924956278266","0.0590831376551017","4","6","0.704492103922567","0","0.945778215223097","0","0.0222745797249109","0.709422954042025"
"19","RE","2000","299850","1966","29985","0.1","448.61582733813","46.0625","12","175","0.247529804706573","0.235585480928421","502","525","501","457","500","444","0.374924956278266","0.0617357351866506","4","6","0.702073245167854","0","0.938333072509129","0","0.017028992878942","0.936003055645454"
"20","RE","2000","299850","1959","29985","0.1","448.61582733813","45.8731117824773","12","185","0.247529804706573","0.228646233677864","502","512","501","458","500","416","0.374924956278266","0.0604748673107541","4","7","0.700398928024502","0","0.93944534944824","0","0.0197899438489025","0.833071517111432"
"21","RE","2000","299850","1962","29985","0.1","448.61582733813","45.8601190476191","12","191","0.247529804706573","0.227188095450401","502","483","501","481","500","478","0.374924956278266","0.0606179474583355","4","6","0.700946992864424","0","0.954418410041841","0","0.0231483180428134","0.663423794276269"
"22","RE","2000","299850","1991","59970","0.2","448.61582733813","90.3621169916435","12","78","0.247529804706573","0.244714483618736","502","505","501","504","500","492","0.374924956278266","0.113632498512329","4","6","0.530758663987946","0","0.876896551724138","0","0.00933149171270716","0.999994210364917"
"23","RE","2000","299850","1992","59970","0.2","448.61582733813","90.2853067047076","12","93","0.247529804706573","0.242275834083557","502","509","501","505","500","494","0.374924956278266","0.114705776067469","4","5","0.534369477911646","0","0.875854494667344","0","0.0151506024096386","0.975999022035872"
"24","RE","2000","299850","1991","59970","0.2","448.61582733813","90.2372881355932","12","97","0.247529804706573","0.244107127189636","502","518","501","488","500","480","0.374924956278266","0.11527688469169","4","7","0.53881064791562","0","0.883507349214394","0","0.0224372174786539","0.69666306701631"
"25","RE","2000","299850","1992","59970","0.2","448.61582733813","90.2712842712843","12","86","0.247529804706573","0.24516287446022","502","507","501","489","500","479","0.374924956278266","0.114468748357835","4","6","0.534395582329317","0","0.880689969604863","0","0.0147248995983936","0.981994031806235"
"26","RE","2000","299850","1992","59970","0.2","448.61582733813","90.8248914616498","12","94","0.247529804706573","0.244227677583694","502","507","501","488","500","486","0.374924956278266","0.114724177988266","4","6","0.531963855421687","0","0.880485002541942","0","0.0107469879518073","0.999834054885386"
"27","RE","2000","299850","1988","59970","0.2","448.61582733813","90.6743515850144","12","93","0.247529804706573","0.245296686887741","502","507","501","500","500","486","0.374924956278266","0.115360023742091","4","5","0.531218309859155","0","0.879774325012736","0","0.0136046277665996","0.992713713027124"
"28","RE","2000","299850","1993","59970","0.2","448.61582733813","90.6321678321678","12","101","0.247529804706573","0.245241940021515","502","503","501","503","500","478","0.374924956278266","0.115030263906654","4","6","0.534580280983442","0","0.876932083122149","0","0.0145418966382338","0.984197739790986"
"29","RE","2000","299850","1990","59970","0.2","448.61582733813","90.2090784044017","12","92","0.247529804706573","0.239993795752525","502","506","501","488","500","474","0.374924956278266","0.114151751433876","4","5","0.531886934673367","0","0.88248987854251","0","0.0148793969849246","0.980004871971436"
"30","RE","2000","299850","1992","59970","0.2","448.61582733813","90.5313868613139","12","70","0.247529804706573","0.244172260165215","502","512","501","493","500","488","0.374924956278266","0.114233293045788","4","6","0.535889558232932","0","0.884006568974229","0","0.0145883534136547","0.983673461672578"
"31","RE","2000","299850","1988","59970","0.2","448.61582733813","90.3376623376623","12","66","0.247529804706573","0.250085026025772","502","514","501","496","500","477","0.374924956278266","0.11525399789683","4","5","0.532845070422535","0","0.879428934010152","0","0.0132535211267605","0.994776222819905"
"32","RE","2000","299850","1991","59970","0.2","448.61582733813","90.1036414565826","12","104","0.247529804706573","0.241961568593979","502","507","501","496","500","482","0.374924956278266","0.113741257737525","4","5","0.533448518332496","0","0.87437468290208","0","0.0139178804620793","0.990366525554122"
"33","RE","2000","299850","1987","59970","0.2","448.61582733813","90.5746478873239","12","90","0.247529804706573","0.243242397904396","502","503","501","495","500","475","0.374924956278266","0.115528570758155","4","5","0.533469552088576","0","0.886505083884087","0","0.0138613487669854","0.990873766364513"
"34","RE","2000","299850","1989","59970","0.2","448.61582733813","90.2300140252454","12","85","0.247529804706573","0.247265323996544","502","507","501","504","500","487","0.374924956278266","0.115008689354608","4","6","0.531761689291101","0","0.880571065989848","0","0.0118114630467572","0.999053161830979"
"35","RE","2000","299850","1986","59970","0.2","448.61582733813","90.1040462427746","12","88","0.247529804706573","0.244635075330734","502","511","501","491","500","477","0.374924956278266","0.115082127099845","4","5","0.534396777442095","0","0.881840295466123","0","0.0162270896273917","0.955569284709108"
"36","RE","2000","299850","1983","59970","0.2","448.61582733813","90.4475524475525","12","80","0.247529804706573","0.242534205317497","502","505","501","498","500","471","0.374924956278266","0.114395355771423","4","6","0.536679778113969","0","0.871869918699187","0","0.012173474533535","0.998473717247842"
"37","RE","2000","299850","1987","59970","0.2","448.61582733813","90.6657018813314","12","73","0.247529804706573","0.235996022820473","502","511","501","504","500","472","0.374924956278266","0.115306229736756","4","5","0.531936839456467","0","0.882110462163535","0","0.015464267740312","0.970980483158235"
"38","RE","2000","299850","1988","59970","0.2","448.61582733813","90.2076023391813","12","77","0.247529804706573","0.245331019163132","502","506","501","502","500","500","0.374924956278266","0.114734451124078","4","6","0.53524245472837","0","0.887190766108574","0","0.0159024144869215","0.962572200444217"
"39","RE","2000","299850","1992","59970","0.2","448.61582733813","90.4159779614325","12","106","0.247529804706573","0.241917461156845","502","512","501","482","500","479","0.374924956278266","0.114717155680616","4","6","0.531508032128514","0","0.889203101169293","0","0.0152188755020081","0.974926561741059"
"40","RE","2000","299850","1985","59970","0.2","448.61582733813","90.1983002832861","12","81","0.247529804706573","0.245446681976318","502","511","501","507","500","482","0.374924956278266","0.114113662411103","4","5","0.536332493702771","0","0.891669547534316","0","0.0133690176322418","0.994182516620975"
"41","RE","2000","299850","1991","59970","0.2","448.61582733813","90.3213773314204","12","90","0.247529804706573","0.241260707378387","502","503","501","494","500","480","0.374924956278266","0.113958858328156","4","6","0.534306127574083","0","0.878984509903504","0","0.0154507785032647","0.971080356299575"
"42","RE","2000","299850","1998","89955","0.3","448.61582733813","135.386962552011","12","53","0.247529804706573","0.246294364333153","502","506","501","501","500","498","0.374924956278266","0.164677672675192","4","5","0.416318818818819","0","0.754841574167508","0","0.00925925925925925","0.999995213174265"
"43","RE","2000","299850","1993","89955","0.3","448.61582733813","135.122302158273","12","50","0.247529804706573","0.245391964912415","502","504","501","502","500","500","0.374924956278266","0.163373832994282","4","5","0.416452082288008","0","0.7559724886421","0","0.0103692925238335","0.999922032380546"
"44","RE","2000","299850","1996","89955","0.3","448.61582733813","135.263751763047","12","61","0.247529804706573","0.246272414922714","502","508","501","490","500","487","0.374924956278266","0.163947184678166","4","5","0.414124248496994","0","0.754915322580645","0","0.0101372745490982","0.999952750786631"
"45","RE","2000","299850","1990","89955","0.3","448.61582733813","134.985915492958","12","50","0.247529804706573","0.245026499032974","502","504","501","501","500","490","0.374924956278266","0.163160224825088","4","5","0.414695979899498","0","0.757974683544304","0","0.0142336683417085","0.987552822345504"
"46","RE","2000","299850","1995","89955","0.3","448.61582733813","135.470672389127","12","46","0.247529804706573","0.24622742831707","502","508","501","495","500","490","0.374924956278266","0.164015787398534","4","5","0.417037593984962","0","0.745331234256927","0","0.0106829573934837","0.999852071341226"
"47","RE","2000","299850","1996","89955","0.3","448.61582733813","135.071932299013","12","55","0.247529804706573","0.245981976389885","502","503","501","502","500","496","0.374924956278266","0.164297722458193","4","5","0.416186372745491","0","0.754167754897037","0","0.0154719438877756","0.970535986432023"
"48","RE","2000","299850","1995","89955","0.3","448.61582733813","135.162200282087","12","49","0.247529804706573","0.243961244821548","502","502","501","499","500","490","0.374924956278266","0.163958695674227","4","5","0.416567669172932","0","0.753869894099849","0","0.0143007518796992","0.986790980222844"
"49","RE","2000","299850","1994","89955","0.3","448.61582733813","135.074585635359","12","47","0.247529804706573","0.249152630567551","502","509","501","507","500","495","0.374924956278266","0.163364496608874","4","5","0.416029087261785","0","0.744418429003021","0","0.0111253761283852","0.999670528796211"
"50","RE","2000","299850","1995","89955","0.3","448.61582733813","134.69014084507","12","57","0.247529804706573","0.243511885404587","502","504","501","500","500","497","0.374924956278266","0.163043009174295","4","5","0.419021303258145","0","0.759826787512588","0","0.0132092731829574","0.994942414931362"
"51","RE","2000","299850","1996","89955","0.3","448.61582733813","135.173295454545","12","53","0.247529804706573","0.247206136584282","502","505","501","503","500","498","0.374924956278266","0.16337851152295","4","5","0.419660320641283","0","0.756519124308002","0","0.0126302605210421","0.997272006641565"
"52","RE","2000","299850","1994","89955","0.3","448.61582733813","134.573793103448","12","54","0.247529804706573","0.245819389820099","502","511","501","494","500","494","0.374924956278266","0.162959717412903","4","5","0.41744332998997","0","0.741897280966767","0","0.0106960882647944","0.9998486681772"
"53","RE","2000","299850","1999","89955","0.3","448.61582733813","135.45193687231","12","58","0.247529804706573","0.24550849199295","502","506","501","498","500","484","0.374924956278266","0.164227544246829","4","5","0.417415207603802","0","0.753020120724346","0","0.0115235117558779","0.999366526773068"
"54","RE","2000","299850","1997","89955","0.3","448.61582733813","135.089615931721","12","53","0.247529804706573","0.245627731084824","502","503","501","502","500","494","0.374924956278266","0.16320698209759","4","6","0.415263395092639","0","0.745779878971256","0","0.0118174762143215","0.999028901015893"
"55","RE","2000","299850","1996","89955","0.3","448.61582733813","135.30985915493","12","48","0.247529804706573","0.24621607363224","502","507","501","504","500","500","0.374924956278266","0.163877854323672","4","6","0.416191382765531","0","0.753052419354839","0","0.0110781563126252","0.999694709626519"
"56","RE","2000","299850","1994","89955","0.3","448.61582733813","135.152542372881","12","58","0.247529804706573","0.245602935552597","502","507","501","499","500","486","0.374924956278266","0.163465179634682","4","6","0.415535105315948","0","0.764459909228442","0","0.0164528585757272","0.949777487124889"
"57","RE","2000","299850","1998","89955","0.3","448.61582733813","134.998593530239","12","48","0.247529804706573","0.245305880904198","502","506","501","504","500","499","0.374924956278266","0.163823884880231","4","5","0.416343343343343","0","0.764522395571213","0","0.0116461461461462","0.99924012247547"
"58","RE","2000","299850","1994","89955","0.3","448.61582733813","135.283625730994","12","42","0.247529804706573","0.24774569272995","502","504","501","502","500","500","0.374924956278266","0.164712346026537","4","5","0.42004112337011","0","0.759989924433249","0","0.0106574724172518","0.999859573054994"
"59","RE","2000","299850","1994","89955","0.3","448.61582733813","135.001406469761","12","46","0.247529804706573","0.246635884046555","502","509","501","499","500","496","0.374924956278266","0.164393843428958","4","5","0.415026078234704","0","0.749043740573152","0","0.00896890672016048","0.999998111879211"
"60","RE","2000","299850","1993","89955","0.3","448.61582733813","134.590448625181","12","49","0.247529804706573","0.244882896542549","502","504","501","497","500","496","0.374924956278266","0.163698548066876","4","5","0.416394129453086","0","0.763463709677419","0","0.0120258404415454","0.998717484049356"
"61","RE","2000","299850","1991","89955","0.3","448.61582733813","135.105113636364","12","45","0.247529804706573","0.246295943856239","502","507","501","503","500","498","0.374924956278266","0.163968427346155","4","5","0.417211200401808","0","0.751858870967742","0","0.0147501255650427","0.981695040488132"
"62","RE","2000","299850","1997","119940","0.4","448.61582733813","179.898843930636","12","32","0.247529804706573","0.246713072061539","502","510","501","503","500","499","0.374924956278266","0.20916315958082","4","5","0.324627441161743","0","0.590643502257903","0","0.0119606910365549","0.998815793622397"
"63","RE","2000","299850","1995","119940","0.4","448.61582733813","179.848066298343","12","33","0.247529804706573","0.244586542248726","502","503","501","500","500","499","0.374924956278266","0.20885157707419","4","5","0.325894736842105","0","0.584952261306533","0","0.0105889724310777","0.999876951374921"
"64","RE","2000","299850","2000","119940","0.4","448.61582733813","180.375896700143","12","43","0.247529804706573","0.248390346765518","502","503","501","500","500","499","0.374924956278266","0.209463560659382","4","5","0.325","0","0.580518555667001","0","0.012","0.998743537955292"
"65","RE","2000","299850","1996","119940","0.4","448.61582733813","179.991316931983","12","41","0.247529804706573","0.246271699666977","502","505","501","502","500","492","0.374924956278266","0.208747991758947","4","5","0.3235250501002","0","0.583845070422535","0","0.0136062124248497","0.992611947817506"
"66","RE","2000","299850","1999","119940","0.4","448.61582733813","179.807531380753","12","43","0.247529804706573","0.247517213225365","502","503","501","501","500","499","0.374924956278266","0.208576619683241","4","5","0.323366933466733","0","0.583448569994982","0","0.0103224112056028","0.9999282729643"
"67","RE","2000","299850","1998","119940","0.4","448.61582733813","179.889502762431","12","37","0.247529804706573","0.245155364274979","502","508","501","507","500","502","0.374924956278266","0.207855630169964","4","4","0.324751751751752","0","0.589084337349397","0","0.00837387387387388","0.999999785411927"
"68","RE","2000","299850","1996","119940","0.4","448.61582733813","179.870503597122","12","33","0.247529804706573","0.246417671442032","502","509","501","505","500","498","0.374924956278266","0.208756182621562","4","5","0.323506012024048","0","0.583062248995984","0","0.0137585170340681","0.991537861629001"
"69","RE","2000","299850","1996","119940","0.4","448.61582733813","179.641833810888","12","33","0.247529804706573","0.24557501077652","502","501","501","499","500","499","0.374924956278266","0.209216013187609","4","5","0.325004008016032","0","0.58898743718593","0","0.0100651302605211","0.999959967616"
"70","RE","2000","299850","1996","119940","0.4","448.61582733813","180.698005698006","12","36","0.247529804706573","0.245912313461304","502","505","501","504","500","495","0.374924956278266","0.207982764531594","4","5","0.323996993987976","0","0.582128959276018","0","0.0106032064128256","0.999873096817039"
"71","RE","2000","299850","1998","119940","0.4","448.61582733813","180.262857142857","12","29","0.247529804706573","0.247505351901054","502","503","501","501","500","492","0.374924956278266","0.2090408519928","4","5","0.323750750750751","0","0.580403614457831","0","0.0115385385385385","0.999353283341874"
"72","RE","2000","299850","1999","119940","0.4","448.61582733813","180.301291248207","12","47","0.247529804706573","0.245524242520332","502","503","501","502","500","501","0.374924956278266","0.208776643340024","4","5","0.322395697848924","0","0.590245098039216","0","0.00943621810905454","0.999991953811622"
"73","RE","2000","299850","1997","119940","0.4","448.61582733813","179.582047685835","12","36","0.247529804706573","0.24737823009491","502","505","501","503","500","503","0.374924956278266","0.208787018403652","4","5","0.326630445668503","0","0.599985671191553","0","0.0109824737105659","0.999741142344474"
"74","RE","2000","299850","1998","119940","0.4","448.61582733813","180.008733624454","12","30","0.247529804706573","0.246738761663437","502","510","501","501","500","501","0.374924956278266","0.208596981505386","4","4","0.322265265265265","0","0.583568273092369","0","0.00882582582582582","0.999998820589528"
"75","RE","2000","299850","1998","119940","0.4","448.61582733813","179.44","12","33","0.247529804706573","0.247485309839249","502","504","501","499","500","498","0.374924956278266","0.207982101773957","4","5","0.323317317317317","0","0.587941767068273","0","0.0106546546546547","0.999858880510978"
"76","RE","2000","299850","1997","119940","0.4","448.61582733813","179.620786516854","12","40","0.247529804706573","0.244337394833565","502","501","501","496","500","494","0.374924956278266","0.20853535800223","4","5","0.325639459188783","0","0.595492462311558","0","0.00948072108162239","0.999990941815247"
"77","RE","2000","299850","1998","119940","0.4","448.61582733813","179.826338639653","12","35","0.247529804706573","0.246965914964676","502","506","501","498","500","495","0.374924956278266","0.207785492012071","4","5","0.323750750750751","0","0.587184052156469","0","0.0126421421421422","0.997224610210335"
"78","RE","2000","299850","1997","119940","0.4","448.61582733813","180.484760522496","12","32","0.247529804706573","0.24683752655983","502","505","501","502","500","492","0.374924956278266","0.208550585535214","4","5","0.322701802704056","0","0.592053159478435","0","0.0108232348522785","0.999806075997259"
"79","RE","2000","299850","1998","119940","0.4","448.61582733813","179.811158798283","12","39","0.247529804706573","0.248060256242752","502","503","501","503","500","500","0.374924956278266","0.208167367554186","4","5","0.326253253253253","0","0.5868694123556","0","0.0108763763763764","0.99978560998453"
"80","RE","2000","299850","1997","119940","0.4","448.61582733813","179.663817663818","12","39","0.247529804706573","0.24798309803009","502","501","501","500","500","498","0.374924956278266","0.208679299084442","4","5","0.323132699048573","0","0.587076305220883","0","0.0119799699549324","0.998784425759274"
"81","RE","2000","299850","1997","119940","0.4","448.61582733813","180.308588064047","12","34","0.247529804706573","0.246831074357033","502","507","501","501","500","497","0.374924956278266","0.208427401628862","4","5","0.321704056084126","0","0.586435742971887","0","0.0110600901352028","0.999703395410403"
"82","RE","2000","299850","1999","149925","0.5","448.61582733813","224.333800841515","12","32","0.247529804706573","0.246231734752655","502","503","501","503","500","500","0.374924956278266","0.247015685786325","4","5","0.250365682841421","0","0.41711334002006","0","0.0094094547273637","0.999992543472351"
"83","RE","2000","299850","2000","149925","0.5","448.61582733813","224.994350282486","12","28","0.247529804706573","0.247749954462051","502","504","501","500","500","500","0.374924956278266","0.247987984051612","4","5","0.2495","0","0.418750501002004","0","0.0105","0.999895736243599"
"84","RE","2000","299850","1998","149925","0.5","448.61582733813","224.494350282486","12","26","0.247529804706573","0.24657279253006","502","504","501","502","500","500","0.374924956278266","0.247832572680134","4","5","0.24624024024024","0","0.416071500250878","0","0.00906206206206208","0.999997403940071"
"85","RE","2000","299850","2000","149925","0.5","448.61582733813","224.243971631206","12","27","0.247529804706573","0.248112738132477","502","505","501","503","500","502","0.374924956278266","0.246735587415196","4","4","0.2475","0","0.42075751503006","0","0.0095","0.999990347444083"
"86","RE","2000","299850","1998","149925","0.5","448.61582733813","224.86524822695","12","26","0.247529804706573","0.245011433959007","502","505","501","498","500","498","0.374924956278266","0.247459175904953","4","5","0.246727727727728","0","0.427461847389558","0","0.00893393393393395","0.999998294229913"
"87","RE","2000","299850","2000","149925","0.5","448.61582733813","224.470254957507","12","30","0.247529804706573","0.245165348052979","502","503","501","500","500","499","0.374924956278266","0.246969927829392","4","5","0.2495","0","0.421593781344032","0","0.0065","0.99999999999746"
"88","RE","2000","299850","1998","149925","0.5","448.61582733813","224.410540915395","12","25","0.247529804706573","0.246281489729881","502","506","501","504","500","501","0.374924956278266","0.247309993252222","4","4","0.24923023023023","0","0.420576441102757","0","0.0117442442442443","0.999123300784438"
"89","RE","2000","299850","1999","149925","0.5","448.61582733813","225.040345821326","12","28","0.247529804706573","0.247974276542664","502","503","501","502","500","499","0.374924956278266","0.247694871455045","4","4","0.24635667833917","0","0.425299449173761","0","0.0086610805402701","0.99999934341473"
"90","RE","2000","299850","1998","149925","0.5","448.61582733813","224.534482758621","12","26","0.247529804706573","0.247745901346207","502","503","501","503","500","496","0.374924956278266","0.247305223794946","4","4","0.248705705705706","0","0.423216432865731","0","0.00903153153153155","0.999997647264672"
"91","RE","2000","299850","1999","149925","0.5","448.61582733813","225.127167630058","12","31","0.247529804706573","0.246944636106491","502","503","501","501","500","500","0.374924956278266","0.248509549668188","4","5","0.247864432216108","0","0.423589061716006","0","0.00987368684342173","0.99997444747036"
"92","RE","2000","299850","1999","149925","0.5","448.61582733813","225.299856527977","12","27","0.247529804706573","0.246709108352661","502","510","501","503","500","501","0.374924956278266","0.248579739678453","4","4","0.246381690845423","0","0.414642857142857","0","0.0102776388194097","0.999934889094425"
"93","RE","2000","299850","1999","149925","0.5","448.61582733813","224.727272727273","12","33","0.247529804706573","0.247286409139633","502","502","501","501","500","500","0.374924956278266","0.248341600791306","4","4","0.248852926463232","0","0.426248372558838","0","0.00783316658329158","0.999999981340079"
"94","RE","2000","299850","1999","149925","0.5","448.61582733813","224.765042979943","12","29","0.247529804706573","0.24687571823597","502","505","501","500","500","499","0.374924956278266","0.246735845496342","4","4","0.249898449224612","0","0.428807711567351","0","0.00932091045522765","0.999994231081734"
"95","RE","2000","299850","1999","149925","0.5","448.61582733813","224.838616714697","12","29","0.247529804706573","0.246043086051941","502","502","501","499","500","498","0.374924956278266","0.248181750334549","4","5","0.246863931965983","0","0.421524084295033","0","0.00921760880440216","0.999995764574897"
"96","RE","2000","299850","2000","149925","0.5","448.61582733813","224.625538020086","12","32","0.247529804706573","0.246639251708984","502","504","501","501","500","500","0.374924956278266","0.247984121966716","4","5","0.2515","0","0.41715037593985","0","0.0085","0.999999641984706"
"97","RE","2000","299850","2000","149925","0.5","448.61582733813","224.723163841808","12","29","0.247529804706573","0.247920721769333","502","507","501","502","500","500","0.374924956278266","0.247625707722323","4","5","0.2475","0","0.430004016064257","0","0.01","0.999965230654008"
"98","RE","2000","299850","1999","149925","0.5","448.61582733813","225.48115942029","12","33","0.247529804706573","0.24640865623951","502","506","501","502","500","498","0.374924956278266","0.247809970307746","4","4","0.246865182591296","0","0.422548872180451","0","0.0103106553276638","0.999930063825721"
"99","RE","2000","299850","1998","149925","0.5","448.61582733813","224.051724137931","12","31","0.247529804706573","0.245058864355087","502","500","501","499","500","497","0.374924956278266","0.247861362476039","4","5","0.250731731731732","0","0.426323293172691","0","0.0103648648648649","0.999921688778556"
"100","RE","2000","299850","1999","149925","0.5","448.61582733813","225.042089985486","12","32","0.247529804706573","0.247339248657227","502","503","501","500","500","497","0.374924956278266","0.248114801611406","4","5","0.247864432216108","0","0.41908926780341","0","0.0101170585292646","0.999954484844303"
"101","RE","2000","299850","1999","149925","0.5","448.61582733813","225.278409090909","12","34","0.247529804706573","0.249247014522552","502","507","501","503","500","498","0.374924956278266","0.24907732875348","4","4","0.250365682841421","0","0.424800951427141","0","0.00940845422711348","0.999992564753404"
"102","RE","2000","299850","2000","179910","0.6","448.61582733813","269.519774011299","12","20","0.247529804706573","0.247771710157394","502","503","501","502","500","501","0.374924956278266","0.283138793744141","4","4","0.188","0","0.287387943971986","0","0.0115","0.999387572166861"
"103","RE","2000","299850","1999","179910","0.6","448.61582733813","269.361462728551","12","20","0.247529804706573","0.247796475887299","502","504","501","502","500","499","0.374924956278266","0.281588315430597","4","4","0.186366683341671","0","0.299402255639098","0","0.0107776388194097","0.999820998772842"
"104","RE","2000","299850","2000","179910","0.6","448.61582733813","269.512265512266","12","20","0.247529804706573","0.246984884142876","502","504","501","502","500","501","0.374924956278266","0.282142262824586","4","4","0.1855","0","0.297924712356178","0","0.011","0.999731040948613"
"105","RE","2000","299850","2000","179910","0.6","448.61582733813","269.277074542897","12","20","0.247529804706573","0.247717797756195","502","505","501","505","500","502","0.374924956278266","0.282260390167517","4","4","0.1845","0","0.29265130260521","0","0.008","0.999999957899089"
"106","RE","2000","299850","1999","179910","0.6","448.61582733813","269.65811965812","12","23","0.247529804706573","0.247554302215576","502","504","501","502","500","501","0.374924956278266","0.282306511503268","4","5","0.185370685342671","0","0.294375502008032","0","0.0103751875937969","0.999919738406558"
"107","RE","2000","299850","2000","179910","0.6","448.61582733813","269.824964131994","12","22","0.247529804706573","0.246029555797577","502","504","501","503","500","502","0.374924956278266","0.282573950846076","4","4","0.1845","0","0.295414207103552","0","0.0115","0.999387572166861"
"108","RE","2000","299850","2000","179910","0.6","448.61582733813","269.272206303725","12","22","0.247529804706573","0.246273130178452","502","503","501","503","500","499","0.374924956278266","0.282192402490055","4","4","0.1845","0","0.295914457228614","0","0.007","0.999999999868321"
